id,rainfall
2190,0.93037033
2191,0.9299453
2192,0.8171004
2193,0.1009317
2194,0.079833925
2195,0.81983626
2196,0.8152903
2197,0.92723215
2198,0.9230123
2199,0.82137007
2200,0.93008566
2201,0.0800153
2202,0.9251815
2203,0.9297936
2204,0.29424208
2205,0.0822421
2206,0.86232215
2207,0.7289724
2208,0.079833925
2209,0.0822421
2210,0.0937123
2211,0.0819035
2212,0.62883615
2213,0.9299453
2214,0.7088958
2215,0.1746019
2216,0.081716195
2217,0.9299453
2218,0.9052841
2219,0.16220516
2220,0.7643355
2221,0.91748786
2222,0.60059595
2223,0.92983645
2224,0.7622595
2225,0.86646694
2226,0.24374287
2227,0.913667
2228,0.88818425
2229,0.68581575
2230,0.83699846
2231,0.7921408
2232,0.09733129
2233,0.90984637
2234,0.7498516
2235,0.14148615
2236,0.13026266
2237,0.9296546
2238,0.15916523
2239,0.85833853
2240,0.875005
2241,0.9298651
2242,0.7966247
2243,0.92983645
2244,0.9299453
2245,0.92983645
2246,0.92944974
2247,0.9179196
2248,0.91805416
2249,0.91946423
2250,0.92373854
2251,0.92983645
2252,0.84007436
2253,0.908236
2254,0.092359275
2255,0.11441799
2256,0.084485844
2257,0.8284334
2258,0.8895244
2259,0.091422416
2260,0.9298651
2261,0.9138948
2262,0.8347302
2263,0.91088444
2264,0.9287636
2265,0.90084755
2266,0.8948225
2267,0.91887504
2268,0.18707968
2269,0.9298651
2270,0.7456588
2271,0.9299453
2272,0.20234661
2273,0.79665333
2274,0.91932964
2275,0.917184
2276,0.92783755
2277,0.9063085
2278,0.9027209
2279,0.9233436
2280,0.90263844
2281,0.8717801
2282,0.89022887
2283,0.90440786
2284,0.76790935
2285,0.925852
2286,0.8452334
2287,0.7869041
2288,0.7834223
2289,0.79505926
2290,0.92912334
2291,0.88475937
2292,0.46493623
2293,0.92649335
2294,0.8867627
2295,0.92198217
2296,0.9175015
2297,0.8959976
2298,0.92423457
2299,0.80010664
2300,0.82163584
2301,0.88165295
2302,0.8447687
2303,0.92649335
2304,0.9284087
2305,0.87178344
2306,0.8058945
2307,0.8129585
2308,0.91409343
2309,0.9128721
2310,0.69981503
2311,0.56893104
2312,0.7970305
2313,0.62163866
2314,0.92209935
