id,rainfall
2190,0.9846534779772468
2191,0.986292729348965
2192,0.9649294880172714
2193,0.06414104577706335
2194,0.061056214920643816
2195,0.9492929675957978
2196,0.9613704910231456
2197,0.971546301823221
2198,0.9779743230339223
2199,0.862540311619536
2200,0.9869197583131321
2201,0.07688117923589109
2202,0.9863514199826261
2203,0.940668002838848
2204,0.4228065487400461
2205,0.001865599433607772
2206,0.9388819512634997
2207,0.8022815489733996
2208,0.07416714717937281
2209,0.0015388448385613583
2210,0.1000608904945579
2211,0.08278861673177201
2212,0.8951681032440347
2213,0.9758200698669557
2214,0.8850700346332743
2215,0.48033315435901913
2216,0.0022679531484938982
2217,0.9743934035742344
2218,0.8992010838081115
2219,0.5472004883037355
2220,0.9471923722271959
2221,0.94418130352817
2222,0.8951500777619803
2223,0.9711937324655564
2224,0.8327097958464752
2225,0.9276768021997416
2226,0.10760404059105644
2227,0.9571457283098742
2228,0.8773459365872006
2229,0.8721906982646115
2230,0.9082264223680406
2231,0.8804230625602697
2232,0.075046965843103
2233,0.9516701660468554
2234,0.9586207584759702
2235,0.15373868387771913
2236,0.1147731025575434
2237,0.9697840023883321
2238,0.2668560193693028
2239,0.8578411053072876
2240,0.9804935179973236
2241,0.9858763985862563
2242,0.9869985710776545
2243,0.9731887905535292
2244,0.9684000002930027
2245,0.974206573525661
2246,0.958985780803901
2247,0.8897407289599919
2248,0.9375389097125241
2249,0.9517148347281934
2250,0.936931852791359
2251,0.9646068534116686
2252,0.9658718615137373
2253,0.8982554947806227
2254,0.5401420862097819
2255,0.5311534185473022
2256,0.05445992883553473
2257,0.8612506954363479
2258,0.8602250093643699
2259,0.00948449688203349
2260,0.9878476298500144
2261,0.9347106211541267
2262,0.9265556176402772
2263,0.9552652567271125
2264,0.9553013212512533
2265,0.9395808843646539
2266,0.8850658474128144
2267,0.9640791292212784
2268,0.30003375478294675
2269,0.9483060971215898
2270,0.9144061532878047
2271,0.9600589933130693
2272,0.15288412621250025
2273,0.930836824256351
2274,0.9107843455555799
2275,0.9313541444302602
2276,0.942823568715158
2277,0.9146477824427426
2278,0.9551891127356393
2279,0.9340522787749487
2280,0.9241750261940586
2281,0.9404851736465535
2282,0.9245701380698752
2283,0.9494494142346934
2284,0.9490249395193057
2285,0.9493542467493696
2286,0.959803998769696
2287,0.9249609832697864
2288,0.9297999929479006
2289,0.775347868728959
2290,0.9599144291617218
2291,0.9160596584643772
2292,0.7066778025145579
2293,0.9570929091853517
2294,0.946253329879797
2295,0.9359976036239984
2296,0.9436739938701658
2297,0.9034824661746822
2298,0.9678772885412859
2299,0.8614850425647407
2300,0.9364818691565063
2301,0.7559670532061823
2302,0.8684149675012687
2303,0.9600309881475558
2304,0.9330584783220828
2305,0.8766389913705406
2306,0.9512087257313089
2307,0.915480879215823
2308,0.8908016211840623
2309,0.9491619739304448
2310,0.5921484781594469
2311,0.8942687683251391
2312,0.8466242693307829
2313,0.37108502002152893
2314,0.9351237191589835
2315,0.4245460516985814
2316,0.9592877621058522
2317,0.9552337497379935
2318,0.9595945957912081
2319,0.9124371078437914
2320,0.9564076580871855
2321,0.9285070771707257
2322,0.7021737373580396
2323,0.9214161013375688
2324,0.9579597728739668
2325,0.9254884741963127
2326,0.9536018629559598
2327,0.9555414085510241
2328,0.9450996415839472
2329,0.9762302735697589
2330,0.9598400199525458
2331,0.924639685645331
2332,0.018614077171000144
2333,0.905134758933113
2334,0.9732057499497296
2335,0.9877375262895791
2336,0.9651587846940826
2337,0.17115508004620456
2338,0.9343708899984535
2339,0.6806162816431699
2340,0.987421010192226
2341,0.894555149952178
2342,0.9433243739937113
2343,0.2940307217896264
2344,0.9325792919923747
2345,0.8003839812372533
2346,0.7736787889892166
2347,0.8588716705298047
2348,0.8653483649171874
2349,0.9146150436186058
2350,0.8706280422206856
2351,0.9250936289391349
2352,0.10612100629226529
2353,0.22331596130761058
2354,0.08700117620330314
2355,0.6516993940803089
2356,0.9085917387188989
2357,0.899579182750524
2358,0.9241172882228544
2359,0.09024866869132381
2360,0.8583140128247437
2361,0.66893240678672
2362,0.9558803145343023
2363,0.180260792106957
2364,0.9536771171285991
2365,0.9652527339901186
2366,0.9290580831812961
2367,0.9540724361398899
2368,0.958348079108953
2369,0.9124038070133025
2370,0.9330460752229865
2371,0.8606770610142758
2372,0.056443470617438304
2373,0.9534444935141382
2374,0.7255001308473044
2375,0.3366676635899474
2376,0.06352871434570252
2377,0.9236199755544571
