id,rainfall
2190,0.9405157302773415
2191,0.9259202574392943
2192,0.7200899143442766
2193,0.49159166565543394
2194,0.5848130451639243
2195,0.7975615993550657
2196,0.7736384292953075
2197,0.9160939262212473
2198,0.8283560008067138
2199,0.709030516540824
2200,0.9400902848242408
2201,0.3075139850628349
2202,0.9173928320355311
2203,0.7713565166187853
2204,0.5942790573948271
2205,0.5311348609956559
2206,0.73211143161494
2207,0.6399538410542412
2208,0.20554441512169758
2209,0.4743135638499665
2210,0.4879494556143459
2211,0.28177350026991044
2212,0.787852959445307
2213,0.917611800846947
2214,0.8540863224221524
2215,0.34594579098744904
2216,0.4924452776100618
2217,0.9185714409589804
2218,0.9147792931121711
2219,0.24275492200512305
2220,0.933625591152519
2221,0.9424959245113768
2222,0.8496591172814361
2223,0.8973469339824905
2224,0.857620449117011
2225,0.9251865437141277
2226,0.1640188284845541
2227,0.9015942100171553
2228,0.8919447602840109
2229,0.8009319149193994
2230,0.9383643089122049
2231,0.8916684116400655
2232,0.0631401005098664
2233,0.9295383653268169
2234,0.9166443511260834
2235,0.25113936846140006
2236,0.5185999050720885
2237,0.9391041416783728
2238,0.2841720283814325
2239,0.9192342154536807
2240,0.8191815849818677
2241,0.8920130354088649
2242,0.927755991990706
2243,0.8914622021941421
2244,0.934996453520409
2245,0.8833976509913771
2246,0.7516185593092451
2247,0.8298492908399951
2248,0.9256036398711894
2249,0.9319541961084505
2250,0.8597667751030517
2251,0.9339955887288851
2252,0.890057725530111
2253,0.8897154118489519
2254,0.3649517928071795
2255,0.2575419385852201
2256,0.07691388989862073
2257,0.9017291358038364
2258,0.8447046699235277
2259,0.5846695224015999
2260,0.9208971597368436
2261,0.8920197313382136
2262,0.9114504061583423
2263,0.9238405511950077
2264,0.9278976245826891
2265,0.8135784541216016
2266,0.9290702485763156
2267,0.9038080055217383
2268,0.469848881846265
2269,0.8669366479112519
2270,0.9268649698091962
2271,0.9055876101458455
2272,0.2971656880570219
2273,0.8515165326686533
2274,0.8740239700405151
2275,0.9162258873481226
2276,0.9243133638497824
2277,0.912457626242522
2278,0.9099586138411139
2279,0.9408617883660465
2280,0.9387392243575247
2281,0.9063508524614814
2282,0.933540779642067
2283,0.9332993638255717
2284,0.9267273049489173
2285,0.9296596426279506
2286,0.9201532785860009
2287,0.9084842921824072
2288,0.9079391673989924
2289,0.905546077658662
2290,0.9322317030516573
2291,0.929624430006037
2292,0.8892925053920778
2293,0.9379825454661885
2294,0.8705570456654097
2295,0.9294111110219312
2296,0.9336513041400483
2297,0.9181159275494836
2298,0.9269672210064075
2299,0.8093534638259884
2300,0.9470920929392458
2301,0.8827950262528251
2302,0.929812563361631
2303,0.9240455768421326
2304,0.9335594014985469
2305,0.9163798650223881
2306,0.9104248359464139
2307,0.914952178391586
2308,0.9209585276133954
2309,0.9349233847462858
2310,0.7465649250718522
2311,0.9305197563188694
2312,0.875752041711334
2313,0.6085994584730375
2314,0.9273478739246439
2315,0.5
2316,0.9154320623894954
2317,0.9301444929847726
2318,0.9112358474354156
2319,0.9413925612347644
2320,0.9425470573480017
2321,0.88971695980764
2322,0.8823285567413198
2323,0.9067735339126913
2324,0.8999620746635275
2325,0.9184218080510654
2326,0.9289316982202003
2327,0.9137045439677587
2328,0.9156907213711684
2329,0.8702756755900387
2330,0.8738717435711068
2331,0.6939680600538132
2332,0.07921795659465593
2333,0.924764298839289
2334,0.9036333491956295
2335,0.6807610877031844
2336,0.9262553283170193
2337,0.31677039603119256
2338,0.913158695164542
2339,0.41503881022629646
2340,0.6266092076772194
2341,0.9216821825492898
2342,0.9148734744472398
2343,0.19508310790423872
2344,0.9137220123733912
2345,0.6062877869209341
2346,0.6419339821180149
2347,0.9281251195124001
2348,0.9403633969642151
2349,0.9413316035998851
2350,0.9306855939382869
2351,0.9449618399198615
2352,0.22076077586577836
2353,0.31723821656135665
2354,0.10244120963999943
2355,0.430303135621517
2356,0.8755994910349602
2357,0.9345137697658179
2358,0.9282305112567737
2359,0.18642037009785678
2360,0.9006410060980045
2361,0.8488731459308607
2362,0.8501033951105326
2363,0.6257152829003202
2364,0.9402373539820624
2365,0.9176075815904254
2366,0.9183112583365702
2367,0.924295432110989
2368,0.8976365927652126
2369,0.919235533099793
2370,0.9409371029431047
2371,0.9453272929955984
2372,0.31629364830995993
2373,0.9232587746271357
2374,0.8747859028933499
2375,0.1652005196145766
2376,0.05575629017934462
2377,0.953581807814622
2378,0.9252020294291262
2379,0.9359049045827971
2380,0.9282704767801346
2381,0.9329749292644758
2382,0.8917946378204269
2383,0.06304127231956602
2384,0.7551388040781856
2385,0.3434041275102467
2386,0.06927349196338836
2387,0.86334040248502
2388,0.9312635887668531
2389,0.2971140361909498
2390,0.17361031376294678
2391,0.9025129441263338
2392,0.18372956994891604
2393,0.9173695818722193
2394,0.9204174865987174
2395,0.6222365073074373
2396,0.9385574686686539
2397,0.929941848764951
2398,0.461989352327732
2399,0.6522870902275557
2400,0.8943341879567951
2401,0.8073526059373071
2402,0.9132841569465179
2403,0.8779036145228867
2404,0.8895201386654684
2405,0.9305200806952892
2406,0.8848441899743753
2407,0.9580181516944429
2408,0.05101784138379512
2409,0.9412726342469122
2410,0.5685024348431852
2411,0.9304641317007275
2412,0.9191689170948945
2413,0.9317030159735136
2414,0.9399182914683231
2415,0.22135208311150253
2416,0.9115136210247814
2417,0.9318665634880257
2418,0.893074476146969
2419,0.773728784472121
2420,0.5561174725308217
2421,0.22970514705389486
2422,0.9242258022645371
2423,0.9298748783431275
2424,0.9214415518181351
2425,0.16415391366661528
2426,0.08812269059028896
2427,0.2690812866919887
2428,0.752462504640331
2429,0.6599205331445537
2430,0.897393852692799
2431,0.9147807512763315
2432,0.9359440758757315
2433,0.29847671507647006
2434,0.9332760412964044
2435,0.9369416632074477
2436,0.7439836756297858
2437,0.8302944217444409
2438,0.8520341041648603
2439,0.9026369942422476
2440,0.7720158737899256
2441,0.9012264249881438
2442,0.932538941485375
2443,0.8665427437100343
2444,0.8309852495385875
2445,0.8192345661301316
2446,0.9003043135625959
2447,0.8330611049100384
2448,0.7864718387064173
2449,0.2856367698890538
2450,0.8890233478184256
2451,0.9135995093216962
2452,0.6810178613550047
2453,0.8597886871599294
2454,0.819356174594598
2455,0.6439252779307278
2456,0.2347241342596432
2457,0.8658687551873256
2458,0.8252144833284101
2459,0.6830673227133355
2460,0.5160080971083953
2461,0.9074831262346298
2462,0.8696652706737205
2463,0.6094137562704061
2464,0.8859296630251983
2465,0.9197621195489187
2466,0.6795216955709431
2467,0.21836034412660493
2468,0.5497418670075602
